dataset,method,lambda,accuracy,f1,auc,spd_gap,eod_tpr_gap
acs_ma_2019,baseline,,0.8768020969855832,0.8418952862017202,0.9492525584795322,0.5833333333333334,0.4222222222222222
acs_ma_2019,expgrad_demographic_parity,0.1,0.8453473132372216,0.7965511474495959,0.8778170687134503,0.4057644110275689,0.625
acs_ma_2019,expgrad_equalized_odds,0.1,0.8797509829619921,0.8472845166851988,0.8837947733918128,0.5833333333333334,0.4222222222222222
acs_ma_2019,expgrad_equalized_odds,0.5,0.8745085190039319,0.8399948290078683,0.8773748172514619,0.5833333333333334,0.3875
acs_ma_2019,threshold_demographic_parity,,0.6225425950196593,0.0,0.9492525584795322,0.0,0.0
acs_ma_2019,threshold_equalized_odds,,0.6225425950196593,0.0,0.9492525584795322,0.0,0.0
