target_dataset,holdout_dataset,sensitive_attr,metric,target_value,holdout_value,drift
sbo,sbo_withheld,RACE1,spd_spd_range,0.0049633737249264055,0.0037582462490513163,-0.0012051274758750892
sbo,sbo_withheld,RACE1,eod_eod_tpr_range,0.43820224719101125,0.4330011074197121,-0.005201139771299157
sbo,sbo_withheld,RACE1,eod_eod_fpr_range,0.0009672850381732131,0.0009109006897868933,-5.638434838631983e-05
sbo,sbo_withheld,RACE1,di_disparate_impact,0.0,0.0,0.0
sbo,sbo_withheld,SEX1,spd_spd_range,0.003485024814081344,0.0023308370892674885,-0.0011541877248138557
sbo,sbo_withheld,SEX1,eod_eod_tpr_range,0.08076923076923076,0.13762773250549737,0.05685850173626661
sbo,sbo_withheld,SEX1,eod_eod_fpr_range,0.0009008943925235303,0.0006333718425701612,-0.00026752254995336916
sbo,sbo_withheld,SEX1,di_disparate_impact,0.32927263304465104,0.4102490426370709,0.08097640959241986
