dataset,source,n_train,n_test,positive_rate,role,evaluation_protocol,backend,accuracy,f1,auc,RACE1__spd_spd_range,RACE1__spd_spd_rate_W,RACE1__spd_spd_rate_A,RACE1__spd_spd_rate_I,RACE1__spd_spd_rate_B,RACE1__spd_spd_rate_WB,RACE1__spd_spd_rate_B A,RACE1__spd_spd_rate_W    S,RACE1__spd_spd_rate_W  A,RACE1__spd_spd_rate_W   P,RACE1__spd_spd_rate_W I,RACE1__spd_spd_rate_P,RACE1__spd_spd_rate_S,RACE1__spd_spd_rate_A S,RACE1__spd_spd_rate_BI,RACE1__spd_spd_rate_IA,RACE1__spd_spd_rate_B   S,RACE1__spd_spd_rate_I P,RACE1__spd_spd_rate_AP,RACE1__spd_spd_diff_W_minus_A,RACE1__spd_spd_diff_W_minus_I,RACE1__spd_spd_diff_W_minus_B,RACE1__spd_spd_diff_W_minus_WB,RACE1__spd_spd_diff_W_minus_B A,RACE1__spd_spd_diff_W_minus_W    S,RACE1__spd_spd_diff_W_minus_W  A,RACE1__spd_spd_diff_W_minus_W   P,RACE1__spd_spd_diff_W_minus_W I,RACE1__spd_spd_diff_W_minus_P,RACE1__spd_spd_diff_W_minus_S,RACE1__spd_spd_diff_W_minus_A S,RACE1__spd_spd_diff_W_minus_BI,RACE1__spd_spd_diff_W_minus_IA,RACE1__spd_spd_diff_W_minus_B   S,RACE1__spd_spd_diff_W_minus_I P,RACE1__spd_spd_diff_W_minus_AP,RACE1__spd_spd_diff_A_minus_I,RACE1__spd_spd_diff_A_minus_B,RACE1__spd_spd_diff_A_minus_WB,RACE1__spd_spd_diff_A_minus_B A,RACE1__spd_spd_diff_A_minus_W    S,RACE1__spd_spd_diff_A_minus_W  A,RACE1__spd_spd_diff_A_minus_W   P,RACE1__spd_spd_diff_A_minus_W I,RACE1__spd_spd_diff_A_minus_P,RACE1__spd_spd_diff_A_minus_S,RACE1__spd_spd_diff_A_minus_A S,RACE1__spd_spd_diff_A_minus_BI,RACE1__spd_spd_diff_A_minus_IA,RACE1__spd_spd_diff_A_minus_B   S,RACE1__spd_spd_diff_A_minus_I P,RACE1__spd_spd_diff_A_minus_AP,RACE1__spd_spd_diff_I_minus_B,RACE1__spd_spd_diff_I_minus_WB,RACE1__spd_spd_diff_I_minus_B A,RACE1__spd_spd_diff_I_minus_W    S,RACE1__spd_spd_diff_I_minus_W  A,RACE1__spd_spd_diff_I_minus_W   P,RACE1__spd_spd_diff_I_minus_W I,RACE1__spd_spd_diff_I_minus_P,RACE1__spd_spd_diff_I_minus_S,RACE1__spd_spd_diff_I_minus_A S,RACE1__spd_spd_diff_I_minus_BI,RACE1__spd_spd_diff_I_minus_IA,RACE1__spd_spd_diff_I_minus_B   S,RACE1__spd_spd_diff_I_minus_I P,RACE1__spd_spd_diff_I_minus_AP,RACE1__spd_spd_diff_B_minus_WB,RACE1__spd_spd_diff_B_minus_B A,RACE1__spd_spd_diff_B_minus_W    S,RACE1__spd_spd_diff_B_minus_W  A,RACE1__spd_spd_diff_B_minus_W   P,RACE1__spd_spd_diff_B_minus_W I,RACE1__spd_spd_diff_B_minus_P,RACE1__spd_spd_diff_B_minus_S,RACE1__spd_spd_diff_B_minus_A S,RACE1__spd_spd_diff_B_minus_BI,RACE1__spd_spd_diff_B_minus_IA,RACE1__spd_spd_diff_B_minus_B   S,RACE1__spd_spd_diff_B_minus_I P,RACE1__spd_spd_diff_B_minus_AP,RACE1__spd_spd_diff_WB_minus_B A,RACE1__spd_spd_diff_WB_minus_W    S,RACE1__spd_spd_diff_WB_minus_W  A,RACE1__spd_spd_diff_WB_minus_W   P,RACE1__spd_spd_diff_WB_minus_W I,RACE1__spd_spd_diff_WB_minus_P,RACE1__spd_spd_diff_WB_minus_S,RACE1__spd_spd_diff_WB_minus_A S,RACE1__spd_spd_diff_WB_minus_BI,RACE1__spd_spd_diff_WB_minus_IA,RACE1__spd_spd_diff_WB_minus_B   S,RACE1__spd_spd_diff_WB_minus_I P,RACE1__spd_spd_diff_WB_minus_AP,RACE1__spd_spd_diff_B A_minus_W    S,RACE1__spd_spd_diff_B A_minus_W  A,RACE1__spd_spd_diff_B A_minus_W   P,RACE1__spd_spd_diff_B A_minus_W I,RACE1__spd_spd_diff_B A_minus_P,RACE1__spd_spd_diff_B A_minus_S,RACE1__spd_spd_diff_B A_minus_A S,RACE1__spd_spd_diff_B A_minus_BI,RACE1__spd_spd_diff_B A_minus_IA,RACE1__spd_spd_diff_B A_minus_B   S,RACE1__spd_spd_diff_B A_minus_I P,RACE1__spd_spd_diff_B A_minus_AP,RACE1__spd_spd_diff_W    S_minus_W  A,RACE1__spd_spd_diff_W    S_minus_W   P,RACE1__spd_spd_diff_W    S_minus_W I,RACE1__spd_spd_diff_W    S_minus_P,RACE1__spd_spd_diff_W    S_minus_S,RACE1__spd_spd_diff_W    S_minus_A S,RACE1__spd_spd_diff_W    S_minus_BI,RACE1__spd_spd_diff_W    S_minus_IA,RACE1__spd_spd_diff_W    S_minus_B   S,RACE1__spd_spd_diff_W    S_minus_I P,RACE1__spd_spd_diff_W    S_minus_AP,RACE1__spd_spd_diff_W  A_minus_W   P,RACE1__spd_spd_diff_W  A_minus_W I,RACE1__spd_spd_diff_W  A_minus_P,RACE1__spd_spd_diff_W  A_minus_S,RACE1__spd_spd_diff_W  A_minus_A S,RACE1__spd_spd_diff_W  A_minus_BI,RACE1__spd_spd_diff_W  A_minus_IA,RACE1__spd_spd_diff_W  A_minus_B   S,RACE1__spd_spd_diff_W  A_minus_I P,RACE1__spd_spd_diff_W  A_minus_AP,RACE1__spd_spd_diff_W   P_minus_W I,RACE1__spd_spd_diff_W   P_minus_P,RACE1__spd_spd_diff_W   P_minus_S,RACE1__spd_spd_diff_W   P_minus_A S,RACE1__spd_spd_diff_W   P_minus_BI,RACE1__spd_spd_diff_W   P_minus_IA,RACE1__spd_spd_diff_W   P_minus_B   S,RACE1__spd_spd_diff_W   P_minus_I P,RACE1__spd_spd_diff_W   P_minus_AP,RACE1__spd_spd_diff_W I_minus_P,RACE1__spd_spd_diff_W I_minus_S,RACE1__spd_spd_diff_W I_minus_A S,RACE1__spd_spd_diff_W I_minus_BI,RACE1__spd_spd_diff_W I_minus_IA,RACE1__spd_spd_diff_W I_minus_B   S,RACE1__spd_spd_diff_W I_minus_I P,RACE1__spd_spd_diff_W I_minus_AP,RACE1__spd_spd_diff_P_minus_S,RACE1__spd_spd_diff_P_minus_A S,RACE1__spd_spd_diff_P_minus_BI,RACE1__spd_spd_diff_P_minus_IA,RACE1__spd_spd_diff_P_minus_B   S,RACE1__spd_spd_diff_P_minus_I P,RACE1__spd_spd_diff_P_minus_AP,RACE1__spd_spd_diff_S_minus_A S,RACE1__spd_spd_diff_S_minus_BI,RACE1__spd_spd_diff_S_minus_IA,RACE1__spd_spd_diff_S_minus_B   S,RACE1__spd_spd_diff_S_minus_I P,RACE1__spd_spd_diff_S_minus_AP,RACE1__spd_spd_diff_A S_minus_BI,RACE1__spd_spd_diff_A S_minus_IA,RACE1__spd_spd_diff_A S_minus_B   S,RACE1__spd_spd_diff_A S_minus_I P,RACE1__spd_spd_diff_A S_minus_AP,RACE1__spd_spd_diff_BI_minus_IA,RACE1__spd_spd_diff_BI_minus_B   S,RACE1__spd_spd_diff_BI_minus_I P,RACE1__spd_spd_diff_BI_minus_AP,RACE1__spd_spd_diff_IA_minus_B   S,RACE1__spd_spd_diff_IA_minus_I P,RACE1__spd_spd_diff_IA_minus_AP,RACE1__spd_spd_diff_B   S_minus_I P,RACE1__spd_spd_diff_B   S_minus_AP,RACE1__spd_spd_diff_I P_minus_AP,RACE1__spd_spd_max_pair_diff,RACE1__eod_eod_tpr_range,RACE1__eod_eod_fpr_range,RACE1__eod_eod_tpr_W,RACE1__eod_eod_tpr_A,RACE1__eod_eod_tpr_I,RACE1__eod_eod_tpr_B,RACE1__eod_eod_tpr_WB,RACE1__eod_eod_tpr_B A,RACE1__eod_eod_tpr_W    S,RACE1__eod_eod_tpr_W  A,RACE1__eod_eod_tpr_W   P,RACE1__eod_eod_tpr_W I,RACE1__eod_eod_tpr_P,RACE1__eod_eod_tpr_S,RACE1__eod_eod_tpr_A S,RACE1__eod_eod_tpr_BI,RACE1__eod_eod_tpr_IA,RACE1__eod_eod_tpr_B   S,RACE1__eod_eod_tpr_I P,RACE1__eod_eod_tpr_AP,RACE1__eod_eod_fpr_W,RACE1__eod_eod_fpr_A,RACE1__eod_eod_fpr_I,RACE1__eod_eod_fpr_B,RACE1__eod_eod_fpr_WB,RACE1__eod_eod_fpr_B A,RACE1__eod_eod_fpr_W    S,RACE1__eod_eod_fpr_W  A,RACE1__eod_eod_fpr_W   P,RACE1__eod_eod_fpr_W I,RACE1__eod_eod_fpr_P,RACE1__eod_eod_fpr_S,RACE1__eod_eod_fpr_A S,RACE1__eod_eod_fpr_BI,RACE1__eod_eod_fpr_IA,RACE1__eod_eod_fpr_B   S,RACE1__eod_eod_fpr_I P,RACE1__eod_eod_fpr_AP,RACE1__eod_eod_tpr_diff_W_minus_A,RACE1__eod_eod_tpr_diff_W_minus_I,RACE1__eod_eod_tpr_diff_W_minus_B,RACE1__eod_eod_tpr_diff_W_minus_S,RACE1__eod_eod_tpr_diff_A_minus_I,RACE1__eod_eod_tpr_diff_A_minus_B,RACE1__eod_eod_tpr_diff_A_minus_S,RACE1__eod_eod_tpr_diff_I_minus_B,RACE1__eod_eod_tpr_diff_I_minus_S,RACE1__eod_eod_tpr_diff_B_minus_S,RACE1__eod_eod_tpr_max_pair_diff,RACE1__eod_eod_fpr_diff_W_minus_A,RACE1__eod_eod_fpr_diff_W_minus_I,RACE1__eod_eod_fpr_diff_W_minus_B,RACE1__eod_eod_fpr_diff_W_minus_WB,RACE1__eod_eod_fpr_diff_W_minus_B A,RACE1__eod_eod_fpr_diff_W_minus_W    S,RACE1__eod_eod_fpr_diff_W_minus_W  A,RACE1__eod_eod_fpr_diff_W_minus_W   P,RACE1__eod_eod_fpr_diff_W_minus_W I,RACE1__eod_eod_fpr_diff_W_minus_P,RACE1__eod_eod_fpr_diff_W_minus_S,RACE1__eod_eod_fpr_diff_W_minus_A S,RACE1__eod_eod_fpr_diff_W_minus_BI,RACE1__eod_eod_fpr_diff_W_minus_IA,RACE1__eod_eod_fpr_diff_W_minus_B   S,RACE1__eod_eod_fpr_diff_W_minus_I P,RACE1__eod_eod_fpr_diff_W_minus_AP,RACE1__eod_eod_fpr_diff_A_minus_I,RACE1__eod_eod_fpr_diff_A_minus_B,RACE1__eod_eod_fpr_diff_A_minus_WB,RACE1__eod_eod_fpr_diff_A_minus_B A,RACE1__eod_eod_fpr_diff_A_minus_W    S,RACE1__eod_eod_fpr_diff_A_minus_W  A,RACE1__eod_eod_fpr_diff_A_minus_W   P,RACE1__eod_eod_fpr_diff_A_minus_W I,RACE1__eod_eod_fpr_diff_A_minus_P,RACE1__eod_eod_fpr_diff_A_minus_S,RACE1__eod_eod_fpr_diff_A_minus_A S,RACE1__eod_eod_fpr_diff_A_minus_BI,RACE1__eod_eod_fpr_diff_A_minus_IA,RACE1__eod_eod_fpr_diff_A_minus_B   S,RACE1__eod_eod_fpr_diff_A_minus_I P,RACE1__eod_eod_fpr_diff_A_minus_AP,RACE1__eod_eod_fpr_diff_I_minus_B,RACE1__eod_eod_fpr_diff_I_minus_WB,RACE1__eod_eod_fpr_diff_I_minus_B A,RACE1__eod_eod_fpr_diff_I_minus_W    S,RACE1__eod_eod_fpr_diff_I_minus_W  A,RACE1__eod_eod_fpr_diff_I_minus_W   P,RACE1__eod_eod_fpr_diff_I_minus_W I,RACE1__eod_eod_fpr_diff_I_minus_P,RACE1__eod_eod_fpr_diff_I_minus_S,RACE1__eod_eod_fpr_diff_I_minus_A S,RACE1__eod_eod_fpr_diff_I_minus_BI,RACE1__eod_eod_fpr_diff_I_minus_IA,RACE1__eod_eod_fpr_diff_I_minus_B   S,RACE1__eod_eod_fpr_diff_I_minus_I P,RACE1__eod_eod_fpr_diff_I_minus_AP,RACE1__eod_eod_fpr_diff_B_minus_WB,RACE1__eod_eod_fpr_diff_B_minus_B A,RACE1__eod_eod_fpr_diff_B_minus_W    S,RACE1__eod_eod_fpr_diff_B_minus_W  A,RACE1__eod_eod_fpr_diff_B_minus_W   P,RACE1__eod_eod_fpr_diff_B_minus_W I,RACE1__eod_eod_fpr_diff_B_minus_P,RACE1__eod_eod_fpr_diff_B_minus_S,RACE1__eod_eod_fpr_diff_B_minus_A S,RACE1__eod_eod_fpr_diff_B_minus_BI,RACE1__eod_eod_fpr_diff_B_minus_IA,RACE1__eod_eod_fpr_diff_B_minus_B   S,RACE1__eod_eod_fpr_diff_B_minus_I P,RACE1__eod_eod_fpr_diff_B_minus_AP,RACE1__eod_eod_fpr_diff_WB_minus_B A,RACE1__eod_eod_fpr_diff_WB_minus_W    S,RACE1__eod_eod_fpr_diff_WB_minus_W  A,RACE1__eod_eod_fpr_diff_WB_minus_W   P,RACE1__eod_eod_fpr_diff_WB_minus_W I,RACE1__eod_eod_fpr_diff_WB_minus_P,RACE1__eod_eod_fpr_diff_WB_minus_S,RACE1__eod_eod_fpr_diff_WB_minus_A S,RACE1__eod_eod_fpr_diff_WB_minus_BI,RACE1__eod_eod_fpr_diff_WB_minus_IA,RACE1__eod_eod_fpr_diff_WB_minus_B   S,RACE1__eod_eod_fpr_diff_WB_minus_I P,RACE1__eod_eod_fpr_diff_WB_minus_AP,RACE1__eod_eod_fpr_diff_B A_minus_W    S,RACE1__eod_eod_fpr_diff_B A_minus_W  A,RACE1__eod_eod_fpr_diff_B A_minus_W   P,RACE1__eod_eod_fpr_diff_B A_minus_W I,RACE1__eod_eod_fpr_diff_B A_minus_P,RACE1__eod_eod_fpr_diff_B A_minus_S,RACE1__eod_eod_fpr_diff_B A_minus_A S,RACE1__eod_eod_fpr_diff_B A_minus_BI,RACE1__eod_eod_fpr_diff_B A_minus_IA,RACE1__eod_eod_fpr_diff_B A_minus_B   S,RACE1__eod_eod_fpr_diff_B A_minus_I P,RACE1__eod_eod_fpr_diff_B A_minus_AP,RACE1__eod_eod_fpr_diff_W    S_minus_W  A,RACE1__eod_eod_fpr_diff_W    S_minus_W   P,RACE1__eod_eod_fpr_diff_W    S_minus_W I,RACE1__eod_eod_fpr_diff_W    S_minus_P,RACE1__eod_eod_fpr_diff_W    S_minus_S,RACE1__eod_eod_fpr_diff_W    S_minus_A S,RACE1__eod_eod_fpr_diff_W    S_minus_BI,RACE1__eod_eod_fpr_diff_W    S_minus_IA,RACE1__eod_eod_fpr_diff_W    S_minus_B   S,RACE1__eod_eod_fpr_diff_W    S_minus_I P,RACE1__eod_eod_fpr_diff_W    S_minus_AP,RACE1__eod_eod_fpr_diff_W  A_minus_W   P,RACE1__eod_eod_fpr_diff_W  A_minus_W I,RACE1__eod_eod_fpr_diff_W  A_minus_P,RACE1__eod_eod_fpr_diff_W  A_minus_S,RACE1__eod_eod_fpr_diff_W  A_minus_A S,RACE1__eod_eod_fpr_diff_W  A_minus_BI,RACE1__eod_eod_fpr_diff_W  A_minus_IA,RACE1__eod_eod_fpr_diff_W  A_minus_B   S,RACE1__eod_eod_fpr_diff_W  A_minus_I P,RACE1__eod_eod_fpr_diff_W  A_minus_AP,RACE1__eod_eod_fpr_diff_W   P_minus_W I,RACE1__eod_eod_fpr_diff_W   P_minus_P,RACE1__eod_eod_fpr_diff_W   P_minus_S,RACE1__eod_eod_fpr_diff_W   P_minus_A S,RACE1__eod_eod_fpr_diff_W   P_minus_BI,RACE1__eod_eod_fpr_diff_W   P_minus_IA,RACE1__eod_eod_fpr_diff_W   P_minus_B   S,RACE1__eod_eod_fpr_diff_W   P_minus_I P,RACE1__eod_eod_fpr_diff_W   P_minus_AP,RACE1__eod_eod_fpr_diff_W I_minus_P,RACE1__eod_eod_fpr_diff_W I_minus_S,RACE1__eod_eod_fpr_diff_W I_minus_A S,RACE1__eod_eod_fpr_diff_W I_minus_BI,RACE1__eod_eod_fpr_diff_W I_minus_IA,RACE1__eod_eod_fpr_diff_W I_minus_B   S,RACE1__eod_eod_fpr_diff_W I_minus_I P,RACE1__eod_eod_fpr_diff_W I_minus_AP,RACE1__eod_eod_fpr_diff_P_minus_S,RACE1__eod_eod_fpr_diff_P_minus_A S,RACE1__eod_eod_fpr_diff_P_minus_BI,RACE1__eod_eod_fpr_diff_P_minus_IA,RACE1__eod_eod_fpr_diff_P_minus_B   S,RACE1__eod_eod_fpr_diff_P_minus_I P,RACE1__eod_eod_fpr_diff_P_minus_AP,RACE1__eod_eod_fpr_diff_S_minus_A S,RACE1__eod_eod_fpr_diff_S_minus_BI,RACE1__eod_eod_fpr_diff_S_minus_IA,RACE1__eod_eod_fpr_diff_S_minus_B   S,RACE1__eod_eod_fpr_diff_S_minus_I P,RACE1__eod_eod_fpr_diff_S_minus_AP,RACE1__eod_eod_fpr_diff_A S_minus_BI,RACE1__eod_eod_fpr_diff_A S_minus_IA,RACE1__eod_eod_fpr_diff_A S_minus_B   S,RACE1__eod_eod_fpr_diff_A S_minus_I P,RACE1__eod_eod_fpr_diff_A S_minus_AP,RACE1__eod_eod_fpr_diff_BI_minus_IA,RACE1__eod_eod_fpr_diff_BI_minus_B   S,RACE1__eod_eod_fpr_diff_BI_minus_I P,RACE1__eod_eod_fpr_diff_BI_minus_AP,RACE1__eod_eod_fpr_diff_IA_minus_B   S,RACE1__eod_eod_fpr_diff_IA_minus_I P,RACE1__eod_eod_fpr_diff_IA_minus_AP,RACE1__eod_eod_fpr_diff_B   S_minus_I P,RACE1__eod_eod_fpr_diff_B   S_minus_AP,RACE1__eod_eod_fpr_diff_I P_minus_AP,RACE1__eod_eod_fpr_max_pair_diff,RACE1__di_disparate_impact,RACE1__di_W,RACE1__di_A,RACE1__di_I,RACE1__di_B,RACE1__di_WB,RACE1__di_B A,RACE1__di_W    S,RACE1__di_W  A,RACE1__di_W   P,RACE1__di_W I,RACE1__di_P,RACE1__di_S,RACE1__di_A S,RACE1__di_BI,RACE1__di_IA,RACE1__di_B   S,RACE1__di_I P,RACE1__di_AP,RACE1__theil_theil_index,RACE1__theil_theil_rate_W,RACE1__theil_theil_rate_A,RACE1__theil_theil_rate_I,RACE1__theil_theil_rate_B,RACE1__theil_theil_rate_WB,RACE1__theil_theil_rate_B A,RACE1__theil_theil_rate_W    S,RACE1__theil_theil_rate_W  A,RACE1__theil_theil_rate_W   P,RACE1__theil_theil_rate_W I,RACE1__theil_theil_rate_P,RACE1__theil_theil_rate_S,RACE1__theil_theil_rate_A S,RACE1__theil_theil_rate_BI,RACE1__theil_theil_rate_IA,RACE1__theil_theil_rate_B   S,RACE1__theil_theil_rate_I P,RACE1__theil_theil_rate_AP,SEX1__spd_spd_range,SEX1__spd_spd_rate_M,SEX1__spd_spd_rate_F,SEX1__spd_spd_diff_M_minus_F,SEX1__spd_spd_max_pair_diff,SEX1__eod_eod_tpr_range,SEX1__eod_eod_fpr_range,SEX1__eod_eod_tpr_M,SEX1__eod_eod_tpr_F,SEX1__eod_eod_fpr_M,SEX1__eod_eod_fpr_F,SEX1__eod_eod_tpr_diff_M_minus_F,SEX1__eod_eod_tpr_max_pair_diff,SEX1__eod_eod_fpr_diff_M_minus_F,SEX1__eod_eod_fpr_max_pair_diff,SEX1__di_disparate_impact,SEX1__di_M,SEX1__di_F,SEX1__theil_theil_index,SEX1__theil_theil_rate_M,SEX1__theil_theil_rate_F,intersect__intersect_spd_range,intersect__intersect_n_groups,intersect__intersect_min_group_size
sbo_withheld,file,128847,147069,0.00626916617370078,holdout_audit,train_on_sbo_test_on_sbo_withheld,lightgbm,0.9955667067838906,0.5472222222222223,0.9906963900356054,0.0037582462490513163,0.0037582462490513163,0.0005253940455341507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032328522035171654,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0037582462490513163,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0005253940455341507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037582462490513163,0.4330011074197121,0.0009109006897868933,0.4330011074197121,0.3333333333333333,0.0,0.0,,,,,,,,0.0,,,,,,,0.0009109006897868933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09966777408637878,0.4330011074197121,0.4330011074197121,0.4330011074197121,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4330011074197121,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0009109006897868933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009109006897868933,0.0,0.0037582462490513163,0.0005253940455341507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05348391734145577,0.0037582462490513163,0.0005253940455341507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023308370892674885,0.003952239602441384,0.0016214025131738954,0.0023308370892674885,0.0023308370892674885,0.13762773250549737,0.0006333718425701612,0.4179278230500582,0.5555555555555556,0.0009657940926994365,0.00033242225012927533,-0.13762773250549737,0.13762773250549737,0.0006333718425701612,0.0006333718425701612,0.4102490426370709,0.003952239602441384,0.0016214025131738954,0.039526405107907975,0.003952239602441384,0.0016214025131738954,0.0041955182620598925,21.0,20.0
